Interpolation Weights at U-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indxO   indxR    XIdgO       XIrg      XIdgR     Jdg   indxT    ETAdgO     ETArg      ETAdgT 
0000318  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    74   12481   12482   73.00000   73.66667   74.00000    67   12669   66.50000   66.50000   67.50000
0000319  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    75   12482   12483   74.00000   74.00000   75.00000    67   12670   66.50000   66.50000   67.50000
0000320  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    75   12482   12483   74.00000   74.33333   75.00000    67   12670   66.50000   66.50000   67.50000
0000321  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    75   12482   12483   74.00000   74.66667   75.00000    67   12670   66.50000   66.50000   67.50000
0000322  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    76   12483   12484   75.00000   75.00000   76.00000    67   12671   66.50000   66.50000   67.50000
0000323  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    76   12483   12484   75.00000   75.33333   76.00000    67   12671   66.50000   66.50000   67.50000
0000324  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    76   12483   12484   75.00000   75.66667   76.00000    67   12671   66.50000   66.50000   67.50000
0000325  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    77   12484   12485   76.00000   76.00000   77.00000    67   12672   66.50000   66.50000   67.50000
0000326  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    77   12484   12485   76.00000   76.33333   77.00000    67   12672   66.50000   66.50000   67.50000
0000327  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    77   12484   12485   76.00000   76.66667   77.00000    67   12672   66.50000   66.50000   67.50000
0000328  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    78   12485   12486   77.00000   77.00000   78.00000    67   12673   66.50000   66.50000   67.50000
0000329  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    78   12485   12486   77.00000   77.33333   78.00000    67   12673   66.50000   66.50000   67.50000
0000330  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    78   12485   12486   77.00000   77.66667   78.00000    67   12673   66.50000   66.50000   67.50000
0000331  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    79   12486   12487   78.00000   78.00000   79.00000    67   12674   66.50000   66.50000   67.50000
0000332  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    79   12486   12487   78.00000   78.33333   79.00000    67   12674   66.50000   66.50000   67.50000
0000333  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    79   12486   12487   78.00000   78.66667   79.00000    67   12674   66.50000   66.50000   67.50000
0000334  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    80   12487   12488   79.00000   79.00000   80.00000    67   12675   66.50000   66.50000   67.50000
0000335  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    80   12487   12488   79.00000   79.33333   80.00000    67   12675   66.50000   66.50000   67.50000
0000336  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    80   12487   12488   79.00000   79.66667   80.00000    67   12675   66.50000   66.50000   67.50000
0000337  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    81   12488   12489   80.00000   80.00000   81.00000    67   12676   66.50000   66.50000   67.50000
0000338  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    81   12488   12489   80.00000   80.33333   81.00000    67   12676   66.50000   66.50000   67.50000
0000339  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    81   12488   12489   80.00000   80.66667   81.00000    67   12676   66.50000   66.50000   67.50000
0000340  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    82   12489   12490   81.00000   81.00000   82.00000    67   12677   66.50000   66.50000   67.50000
0000341  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    82   12489   12490   81.00000   81.33333   82.00000    67   12677   66.50000   66.50000   67.50000
0000342  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    82   12489   12490   81.00000   81.66667   82.00000    67   12677   66.50000   66.50000   67.50000
0000343  6.66667e-01  0.00000e+00  0.00000e+00  0.00000e+00  6.66667e-01    45   12452   12453   44.00000   44.00000   45.00000    67   12640   66.50000   66.83333   67.50000
0000344  4.44444e-01  0.00000e+00  1.11111e-01  0.00000e+00  5.55556e-01    45   12452   12453   44.00000   44.33333   45.00000    67   12640   66.50000   66.83333   67.50000
0000345  2.22222e-01  0.00000e+00  2.22222e-01  0.00000e+00  4.44444e-01    45   12452   12453   44.00000   44.66667   45.00000    67   12640   66.50000   66.83333   67.50000
0000346  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01  3.33333e-01    46   12453   12454   45.00000   45.00000   46.00000    67   12641   66.50000   66.83333   67.50000
0000347  0.00000e+00  0.00000e+00  1.11111e-01  2.22222e-01  3.33333e-01    46   12453   12454   45.00000   45.33333   46.00000    67   12641   66.50000   66.83333   67.50000
0000348  0.00000e+00  0.00000e+00  2.22222e-01  1.11111e-01  3.33333e-01    46   12453   12454   45.00000   45.66667   46.00000    67   12641   66.50000   66.83333   67.50000
0000349  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01  3.33333e-01    47   12454   12455   46.00000   46.00000   47.00000    67   12642   66.50000   66.83333   67.50000
0000350  0.00000e+00  0.00000e+00  1.11111e-01  2.22222e-01  3.33333e-01    47   12454   12455   46.00000   46.33333   47.00000    67   12642   66.50000   66.83333   67.50000
0000351  0.00000e+00  0.00000e+00  2.22222e-01  1.11111e-01  3.33333e-01    47   12454   12455   46.00000   46.66667   47.00000    67   12642   66.50000   66.83333   67.50000
0000352  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01  3.33333e-01    48   12455   12456   47.00000   47.00000   48.00000    67   12643   66.50000   66.83333   67.50000
0000353  0.00000e+00  2.22222e-01  1.11111e-01  2.22222e-01  5.55556e-01    48   12455   12456   47.00000   47.33333   48.00000    67   12643   66.50000   66.83333   67.50000
0000354  0.00000e+00  4.44444e-01  2.22222e-01  1.11111e-01  7.77778e-01    48   12455   12456   47.00000   47.66667   48.00000    67   12643   66.50000   66.83333   67.50000
0000355  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    49   12456   12457   48.00000   48.00000   49.00000    67   12644   66.50000   66.83333   67.50000
0000356  4.44444e-01  0.00000e+00  1.11111e-01  2.22222e-01  7.77778e-01    49   12456   12457   48.00000   48.33333   49.00000    67   12644   66.50000   66.83333   67.50000
0000357  2.22222e-01  0.00000e+00  2.22222e-01  1.11111e-01  5.55556e-01    49   12456   12457   48.00000   48.66667   49.00000    67   12644   66.50000   66.83333   67.50000
0000358  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01  3.33333e-01    50   12457   12458   49.00000   49.00000   50.00000    67   12645   66.50000   66.83333   67.50000
0000359  0.00000e+00  0.00000e+00  1.11111e-01  2.22222e-01  3.33333e-01    50   12457   12458   49.00000   49.33333   50.00000    67   12645   66.50000   66.83333   67.50000
0000360  0.00000e+00  0.00000e+00  2.22222e-01  1.11111e-01  3.33333e-01    50   12457   12458   49.00000   49.66667   50.00000    67   12645   66.50000   66.83333   67.50000
0000361  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01  3.33333e-01    51   12458   12459   50.00000   50.00000   51.00000    67   12646   66.50000   66.83333   67.50000
0000362  0.00000e+00  2.22222e-01  1.11111e-01  2.22222e-01  5.55556e-01    51   12458   12459   50.00000   50.33333   51.00000    67   12646   66.50000   66.83333   67.50000
0000363  0.00000e+00  4.44444e-01  2.22222e-01  1.11111e-01  7.77778e-01    51   12458   12459   50.00000   50.66667   51.00000    67   12646   66.50000   66.83333   67.50000
0000364  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    52   12459   12460   51.00000   51.00000   52.00000    67   12647   66.50000   66.83333   67.50000
0000365  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    52   12459   12460   51.00000   51.33333   52.00000    67   12647   66.50000   66.83333   67.50000
0000366  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    52   12459   12460   51.00000   51.66667   52.00000    67   12647   66.50000   66.83333   67.50000
0000367  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    53   12460   12461   52.00000   52.00000   53.00000    67   12648   66.50000   66.83333   67.50000
0000368  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    53   12460   12461   52.00000   52.33333   53.00000    67   12648   66.50000   66.83333   67.50000
0000369  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    53   12460   12461   52.00000   52.66667   53.00000    67   12648   66.50000   66.83333   67.50000
0000370  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    54   12461   12462   53.00000   53.00000   54.00000    67   12649   66.50000   66.83333   67.50000
0000371  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    54   12461   12462   53.00000   53.33333   54.00000    67   12649   66.50000   66.83333   67.50000
0000372  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    54   12461   12462   53.00000   53.66667   54.00000    67   12649   66.50000   66.83333   67.50000
0000373  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    55   12462   12463   54.00000   54.00000   55.00000    67   12650   66.50000   66.83333   67.50000
0000374  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    55   12462   12463   54.00000   54.33333   55.00000    67   12650   66.50000   66.83333   67.50000
0000375  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    55   12462   12463   54.00000   54.66667   55.00000    67   12650   66.50000   66.83333   67.50000
0000376  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    56   12463   12464   55.00000   55.00000   56.00000    67   12651   66.50000   66.83333   67.50000
0000377  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    56   12463   12464   55.00000   55.33333   56.00000    67   12651   66.50000   66.83333   67.50000
0000378  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    56   12463   12464   55.00000   55.66667   56.00000    67   12651   66.50000   66.83333   67.50000
0000379  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    57   12464   12465   56.00000   56.00000   57.00000    67   12652   66.50000   66.83333   67.50000
0000380  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    57   12464   12465   56.00000   56.33333   57.00000    67   12652   66.50000   66.83333   67.50000
0000381  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    57   12464   12465   56.00000   56.66667   57.00000    67   12652   66.50000   66.83333   67.50000
0000382  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    58   12465   12466   57.00000   57.00000   58.00000    67   12653   66.50000   66.83333   67.50000
0000383  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    58   12465   12466   57.00000   57.33333   58.00000    67   12653   66.50000   66.83333   67.50000
0000384  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    58   12465   12466   57.00000   57.66667   58.00000    67   12653   66.50000   66.83333   67.50000
0000385  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    59   12466   12467   58.00000   58.00000   59.00000    67   12654   66.50000   66.83333   67.50000
0000386  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    59   12466   12467   58.00000   58.33333   59.00000    67   12654   66.50000   66.83333   67.50000
0000387  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    59   12466   12467   58.00000   58.66667   59.00000    67   12654   66.50000   66.83333   67.50000
0000388  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    60   12467   12468   59.00000   59.00000   60.00000    67   12655   66.50000   66.83333   67.50000
0000389  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    60   12467   12468   59.00000   59.33333   60.00000    67   12655   66.50000   66.83333   67.50000
0000390  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    60   12467   12468   59.00000   59.66667   60.00000    67   12655   66.50000   66.83333   67.50000
0000391  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    61   12468   12469   60.00000   60.00000   61.00000    67   12656   66.50000   66.83333   67.50000
0000392  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    61   12468   12469   60.00000   60.33333   61.00000    67   12656   66.50000   66.83333   67.50000
0000393  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    61   12468   12469   60.00000   60.66667   61.00000    67   12656   66.50000   66.83333   67.50000
0000394  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    62   12469   12470   61.00000   61.00000   62.00000    67   12657   66.50000   66.83333   67.50000
0000395  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    62   12469   12470   61.00000   61.33333   62.00000    67   12657   66.50000   66.83333   67.50000
0000396  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    62   12469   12470   61.00000   61.66667   62.00000    67   12657   66.50000   66.83333   67.50000
0000397  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    63   12470   12471   62.00000   62.00000   63.00000    67   12658   66.50000   66.83333   67.50000
0000398  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    63   12470   12471   62.00000   62.33333   63.00000    67   12658   66.50000   66.83333   67.50000
0000399  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    63   12470   12471   62.00000   62.66667   63.00000    67   12658   66.50000   66.83333   67.50000
0000400  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    64   12471   12472   63.00000   63.00000   64.00000    67   12659   66.50000   66.83333   67.50000
0000401  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    64   12471   12472   63.00000   63.33333   64.00000    67   12659   66.50000   66.83333   67.50000
0000402  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    64   12471   12472   63.00000   63.66667   64.00000    67   12659   66.50000   66.83333   67.50000
0000403  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    65   12472   12473   64.00000   64.00000   65.00000    67   12660   66.50000   66.83333   67.50000
0000404  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    65   12472   12473   64.00000   64.33333   65.00000    67   12660   66.50000   66.83333   67.50000
0000405  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    65   12472   12473   64.00000   64.66667   65.00000    67   12660   66.50000   66.83333   67.50000
0000406  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    66   12473   12474   65.00000   65.00000   66.00000    67   12661   66.50000   66.83333   67.50000
0000407  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    66   12473   12474   65.00000   65.33333   66.00000    67   12661   66.50000   66.83333   67.50000
0000408  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    66   12473   12474   65.00000   65.66667   66.00000    67   12661   66.50000   66.83333   67.50000
0000409  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    67   12474   12475   66.00000   66.00000   67.00000    67   12662   66.50000   66.83333   67.50000
0000410  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    67   12474   12475   66.00000   66.33333   67.00000    67   12662   66.50000   66.83333   67.50000
0000411  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    67   12474   12475   66.00000   66.66667   67.00000    67   12662   66.50000   66.83333   67.50000
0000412  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    68   12475   12476   67.00000   67.00000   68.00000    67   12663   66.50000   66.83333   67.50000
0000413  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    68   12475   12476   67.00000   67.33333   68.00000    67   12663   66.50000   66.83333   67.50000
0000414  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    68   12475   12476   67.00000   67.66667   68.00000    67   12663   66.50000   66.83333   67.50000
0000415  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    69   12476   12477   68.00000   68.00000   69.00000    67   12664   66.50000   66.83333   67.50000
0000416  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    69   12476   12477   68.00000   68.33333   69.00000    67   12664   66.50000   66.83333   67.50000
0000417  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    69   12476   12477   68.00000   68.66667   69.00000    67   12664   66.50000   66.83333   67.50000
0000418  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    70   12477   12478   69.00000   69.00000   70.00000    67   12665   66.50000   66.83333   67.50000
0000419  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    70   12477   12478   69.00000   69.33333   70.00000    67   12665   66.50000   66.83333   67.50000
0000420  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    70   12477   12478   69.00000   69.66667   70.00000    67   12665   66.50000   66.83333   67.50000
0000421  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    71   12478   12479   70.00000   70.00000   71.00000    67   12666   66.50000   66.83333   67.50000
0000422  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    71   12478   12479   70.00000   70.33333   71.00000    67   12666   66.50000   66.83333   67.50000
0000423  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    71   12478   12479   70.00000   70.66667   71.00000    67   12666   66.50000   66.83333   67.50000
0000424  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    72   12479   12480   71.00000   71.00000   72.00000    67   12667   66.50000   66.83333   67.50000
0000425  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    72   12479   12480   71.00000   71.33333   72.00000    67   12667   66.50000   66.83333   67.50000
0000426  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    72   12479   12480   71.00000   71.66667   72.00000    67   12667   66.50000   66.83333   67.50000
0000427  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    73   12480   12481   72.00000   72.00000   73.00000    67   12668   66.50000   66.83333   67.50000
0000428  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    73   12480   12481   72.00000   72.33333   73.00000    67   12668   66.50000   66.83333   67.50000
0000429  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    73   12480   12481   72.00000   72.66667   73.00000    67   12668   66.50000   66.83333   67.50000
0000430  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    74   12481   12482   73.00000   73.00000   74.00000    67   12669   66.50000   66.83333   67.50000
0000431  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    74   12481   12482   73.00000   73.33333   74.00000    67   12669   66.50000   66.83333   67.50000
0000432  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    74   12481   12482   73.00000   73.66667   74.00000    67   12669   66.50000   66.83333   67.50000
0000433  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    75   12482   12483   74.00000   74.00000   75.00000    67   12670   66.50000   66.83333   67.50000
0000434  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    75   12482   12483   74.00000   74.33333   75.00000    67   12670   66.50000   66.83333   67.50000
0000435  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    75   12482   12483   74.00000   74.66667   75.00000    67   12670   66.50000   66.83333   67.50000
0000436  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    76   12483   12484   75.00000   75.00000   76.00000    67   12671   66.50000   66.83333   67.50000
0000437  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    76   12483   12484   75.00000   75.33333   76.00000    67   12671   66.50000   66.83333   67.50000
0000438  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    76   12483   12484   75.00000   75.66667   76.00000    67   12671   66.50000   66.83333   67.50000
0000439  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    77   12484   12485   76.00000   76.00000   77.00000    67   12672   66.50000   66.83333   67.50000
0000440  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    77   12484   12485   76.00000   76.33333   77.00000    67   12672   66.50000   66.83333   67.50000
0000441  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    77   12484   12485   76.00000   76.66667   77.00000    67   12672   66.50000   66.83333   67.50000
0000442  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    78   12485   12486   77.00000   77.00000   78.00000    67   12673   66.50000   66.83333   67.50000
0000443  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    78   12485   12486   77.00000   77.33333   78.00000    67   12673   66.50000   66.83333   67.50000
0000444  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    78   12485   12486   77.00000   77.66667   78.00000    67   12673   66.50000   66.83333   67.50000
0000445  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    79   12486   12487   78.00000   78.00000   79.00000    67   12674   66.50000   66.83333   67.50000
0000446  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    79   12486   12487   78.00000   78.33333   79.00000    67   12674   66.50000   66.83333   67.50000
0000447  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    79   12486   12487   78.00000   78.66667   79.00000    67   12674   66.50000   66.83333   67.50000
0000448  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    80   12487   12488   79.00000   79.00000   80.00000    67   12675   66.50000   66.83333   67.50000
0000449  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    80   12487   12488   79.00000   79.33333   80.00000    67   12675   66.50000   66.83333   67.50000
0000450  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    80   12487   12488   79.00000   79.66667   80.00000    67   12675   66.50000   66.83333   67.50000
0000451  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    81   12488   12489   80.00000   80.00000   81.00000    67   12676   66.50000   66.83333   67.50000
0000452  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    81   12488   12489   80.00000   80.33333   81.00000    67   12676   66.50000   66.83333   67.50000
0000453  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    81   12488   12489   80.00000   80.66667   81.00000    67   12676   66.50000   66.83333   67.50000
0000454  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    82   12489   12490   81.00000   81.00000   82.00000    67   12677   66.50000   66.83333   67.50000
0000455  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    82   12489   12490   81.00000   81.33333   82.00000    67   12677   66.50000   66.83333   67.50000
0000456  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    82   12489   12490   81.00000   81.66667   82.00000    67   12677   66.50000   66.83333   67.50000
0000457  3.33333e-01  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01    45   12452   12453   44.00000   44.00000   45.00000    67   12640   66.50000   67.16667   67.50000
0000458  2.22222e-01  0.00000e+00  2.22222e-01  0.00000e+00  4.44444e-01    45   12452   12453   44.00000   44.33333   45.00000    67   12640   66.50000   67.16667   67.50000
0000459  1.11111e-01  0.00000e+00  4.44444e-01  0.00000e+00  5.55556e-01    45   12452   12453   44.00000   44.66667   45.00000    67   12640   66.50000   67.16667   67.50000
0000460  0.00000e+00  0.00000e+00  0.00000e+00  6.66667e-01  6.66667e-01    46   12453   12454   45.00000   45.00000   46.00000    67   12641   66.50000   67.16667   67.50000
0000461  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    82   12489   12490   81.00000   81.00000   82.00000    67   12677   66.50000   67.16667   67.50000
0000462  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    82   12489   12490   81.00000   81.33333   82.00000    67   12677   66.50000   67.16667   67.50000
0000463  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    82   12489   12490   81.00000   81.66667   82.00000    67   12677   66.50000   67.16667   67.50000
0000464  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    45   12640   12641   44.00000   44.00000   45.00000    68   12828   67.50000   67.50000   68.50000
0000465  0.00000e+00  3.33333e-01  0.00000e+00  0.00000e+00  3.33333e-01    45   12640   12641   44.00000   44.33333   45.00000    68   12828   67.50000   67.50000   68.50000
0000466  0.00000e+00  6.66667e-01  0.00000e+00  0.00000e+00  6.66667e-01    45   12640   12641   44.00000   44.66667   45.00000    68   12828   67.50000   67.50000   68.50000
0000467  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    46   12641   12642   45.00000   45.00000   46.00000    68   12829   67.50000   67.50000   68.50000
0000468  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    82   12677   12678   81.00000   81.00000   82.00000    68   12865   67.50000   67.50000   68.50000
0000469  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    82   12677   12678   81.00000   81.33333   82.00000    68   12865   67.50000   67.50000   68.50000
0000470  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    82   12677   12678   81.00000   81.66667   82.00000    68   12865   67.50000   67.50000   68.50000
0000471  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    45   12640   12641   44.00000   44.00000   45.00000    68   12828   67.50000   67.83333   68.50000
0000472  0.00000e+00  2.22222e-01  0.00000e+00  0.00000e+00  2.22222e-01    45   12640   12641   44.00000   44.33333   45.00000    68   12828   67.50000   67.83333   68.50000
0000473  0.00000e+00  4.44444e-01  0.00000e+00  0.00000e+00  4.44444e-01    45   12640   12641   44.00000   44.66667   45.00000    68   12828   67.50000   67.83333   68.50000
0000474  6.66667e-01  0.00000e+00  0.00000e+00  0.00000e+00  6.66667e-01    46   12641   12642   45.00000   45.00000   46.00000    68   12829   67.50000   67.83333   68.50000
0000475  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    82   12677   12678   81.00000   81.00000   82.00000    68   12865   67.50000   67.83333   68.50000
0000476  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    82   12677   12678   81.00000   81.33333   82.00000    68   12865   67.50000   67.83333   68.50000
