Interpolation Weights at V-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indxO   indxR    XIdgO       XIrg      XIdgR     Jdg   indxT    ETAdgO     ETArg      ETAdgT 
0000277  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    59   12344   12345   58.50000   59.16667   59.50000    67   12533   66.00000   66.66667   67.00000
0000278  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    60   12345   12346   59.50000   59.50000   60.50000    67   12534   66.00000   66.66667   67.00000
0000279  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    60   12345   12346   59.50000   59.83333   60.50000    67   12534   66.00000   66.66667   67.00000
0000280  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    60   12345   12346   59.50000   60.16667   60.50000    67   12534   66.00000   66.66667   67.00000
0000281  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    61   12346   12347   60.50000   60.50000   61.50000    67   12535   66.00000   66.66667   67.00000
0000282  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    61   12346   12347   60.50000   60.83333   61.50000    67   12535   66.00000   66.66667   67.00000
0000283  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    61   12346   12347   60.50000   61.16667   61.50000    67   12535   66.00000   66.66667   67.00000
0000284  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    62   12347   12348   61.50000   61.50000   62.50000    67   12536   66.00000   66.66667   67.00000
0000285  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    62   12347   12348   61.50000   61.83333   62.50000    67   12536   66.00000   66.66667   67.00000
0000286  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    62   12347   12348   61.50000   62.16667   62.50000    67   12536   66.00000   66.66667   67.00000
0000287  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    63   12348   12349   62.50000   62.50000   63.50000    67   12537   66.00000   66.66667   67.00000
0000288  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    63   12348   12349   62.50000   62.83333   63.50000    67   12537   66.00000   66.66667   67.00000
0000289  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    63   12348   12349   62.50000   63.16667   63.50000    67   12537   66.00000   66.66667   67.00000
0000290  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    64   12349   12350   63.50000   63.50000   64.50000    67   12538   66.00000   66.66667   67.00000
0000291  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    64   12349   12350   63.50000   63.83333   64.50000    67   12538   66.00000   66.66667   67.00000
0000292  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    64   12349   12350   63.50000   64.16667   64.50000    67   12538   66.00000   66.66667   67.00000
0000293  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    65   12350   12351   64.50000   64.50000   65.50000    67   12539   66.00000   66.66667   67.00000
0000294  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    65   12350   12351   64.50000   64.83333   65.50000    67   12539   66.00000   66.66667   67.00000
0000295  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    65   12350   12351   64.50000   65.16667   65.50000    67   12539   66.00000   66.66667   67.00000
0000296  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    66   12351   12352   65.50000   65.50000   66.50000    67   12540   66.00000   66.66667   67.00000
0000297  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    66   12351   12352   65.50000   65.83333   66.50000    67   12540   66.00000   66.66667   67.00000
0000298  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    66   12351   12352   65.50000   66.16667   66.50000    67   12540   66.00000   66.66667   67.00000
0000299  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    67   12352   12353   66.50000   66.50000   67.50000    67   12541   66.00000   66.66667   67.00000
0000300  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    67   12352   12353   66.50000   66.83333   67.50000    67   12541   66.00000   66.66667   67.00000
0000301  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    67   12352   12353   66.50000   67.16667   67.50000    67   12541   66.00000   66.66667   67.00000
0000302  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    68   12353   12354   67.50000   67.50000   68.50000    67   12542   66.00000   66.66667   67.00000
0000303  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    68   12353   12354   67.50000   67.83333   68.50000    67   12542   66.00000   66.66667   67.00000
0000304  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    68   12353   12354   67.50000   68.16667   68.50000    67   12542   66.00000   66.66667   67.00000
0000305  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    69   12354   12355   68.50000   68.50000   69.50000    67   12543   66.00000   66.66667   67.00000
0000306  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    69   12354   12355   68.50000   68.83333   69.50000    67   12543   66.00000   66.66667   67.00000
0000307  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    69   12354   12355   68.50000   69.16667   69.50000    67   12543   66.00000   66.66667   67.00000
0000308  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    70   12355   12356   69.50000   69.50000   70.50000    67   12544   66.00000   66.66667   67.00000
0000309  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    70   12355   12356   69.50000   69.83333   70.50000    67   12544   66.00000   66.66667   67.00000
0000310  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    70   12355   12356   69.50000   70.16667   70.50000    67   12544   66.00000   66.66667   67.00000
0000311  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    71   12356   12357   70.50000   70.50000   71.50000    67   12545   66.00000   66.66667   67.00000
0000312  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    71   12356   12357   70.50000   70.83333   71.50000    67   12545   66.00000   66.66667   67.00000
0000313  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    71   12356   12357   70.50000   71.16667   71.50000    67   12545   66.00000   66.66667   67.00000
0000314  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    72   12357   12358   71.50000   71.50000   72.50000    67   12546   66.00000   66.66667   67.00000
0000315  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    72   12357   12358   71.50000   71.83333   72.50000    67   12546   66.00000   66.66667   67.00000
0000316  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    72   12357   12358   71.50000   72.16667   72.50000    67   12546   66.00000   66.66667   67.00000
0000317  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    73   12358   12359   72.50000   72.50000   73.50000    67   12547   66.00000   66.66667   67.00000
0000318  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    73   12358   12359   72.50000   72.83333   73.50000    67   12547   66.00000   66.66667   67.00000
0000319  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    73   12358   12359   72.50000   73.16667   73.50000    67   12547   66.00000   66.66667   67.00000
0000320  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    74   12359   12360   73.50000   73.50000   74.50000    67   12548   66.00000   66.66667   67.00000
0000321  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    74   12359   12360   73.50000   73.83333   74.50000    67   12548   66.00000   66.66667   67.00000
0000322  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    74   12359   12360   73.50000   74.16667   74.50000    67   12548   66.00000   66.66667   67.00000
0000323  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    75   12360   12361   74.50000   74.50000   75.50000    67   12549   66.00000   66.66667   67.00000
0000324  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    75   12360   12361   74.50000   74.83333   75.50000    67   12549   66.00000   66.66667   67.00000
0000325  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    75   12360   12361   74.50000   75.16667   75.50000    67   12549   66.00000   66.66667   67.00000
0000326  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    76   12361   12362   75.50000   75.50000   76.50000    67   12550   66.00000   66.66667   67.00000
0000327  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    76   12361   12362   75.50000   75.83333   76.50000    67   12550   66.00000   66.66667   67.00000
0000328  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    76   12361   12362   75.50000   76.16667   76.50000    67   12550   66.00000   66.66667   67.00000
0000329  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    77   12362   12363   76.50000   76.50000   77.50000    67   12551   66.00000   66.66667   67.00000
0000330  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    77   12362   12363   76.50000   76.83333   77.50000    67   12551   66.00000   66.66667   67.00000
0000331  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    77   12362   12363   76.50000   77.16667   77.50000    67   12551   66.00000   66.66667   67.00000
0000332  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    78   12363   12364   77.50000   77.50000   78.50000    67   12552   66.00000   66.66667   67.00000
0000333  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    78   12363   12364   77.50000   77.83333   78.50000    67   12552   66.00000   66.66667   67.00000
0000334  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    78   12363   12364   77.50000   78.16667   78.50000    67   12552   66.00000   66.66667   67.00000
0000335  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    79   12364   12365   78.50000   78.50000   79.50000    67   12553   66.00000   66.66667   67.00000
0000336  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    79   12364   12365   78.50000   78.83333   79.50000    67   12553   66.00000   66.66667   67.00000
0000337  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    79   12364   12365   78.50000   79.16667   79.50000    67   12553   66.00000   66.66667   67.00000
0000338  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    80   12365   12366   79.50000   79.50000   80.50000    67   12554   66.00000   66.66667   67.00000
0000339  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    80   12365   12366   79.50000   79.83333   80.50000    67   12554   66.00000   66.66667   67.00000
0000340  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    80   12365   12366   79.50000   80.16667   80.50000    67   12554   66.00000   66.66667   67.00000
0000341  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    81   12366   12367   80.50000   80.50000   81.50000    67   12555   66.00000   66.66667   67.00000
0000342  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    81   12366   12367   80.50000   80.83333   81.50000    67   12555   66.00000   66.66667   67.00000
0000343  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    81   12366   12367   80.50000   81.16667   81.50000    67   12555   66.00000   66.66667   67.00000
0000344  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    82   12367   12368   81.50000   81.50000   82.50000    67   12556   66.00000   66.66667   67.00000
0000345  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    82   12367   12368   81.50000   81.83333   82.50000    67   12556   66.00000   66.66667   67.00000
0000346  0.00000e+00  3.33333e-01  0.00000e+00  0.00000e+00  3.33333e-01    44   12518   12519   43.50000   43.83333   44.50000    68   12707   67.00000   67.00000   68.00000
0000347  0.00000e+00  6.66667e-01  0.00000e+00  0.00000e+00  6.66667e-01    44   12518   12519   43.50000   44.16667   44.50000    68   12707   67.00000   67.00000   68.00000
0000348  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    45   12519   12520   44.50000   44.50000   45.50000    68   12708   67.00000   67.00000   68.00000
0000349  6.66667e-01  0.00000e+00  0.00000e+00  0.00000e+00  6.66667e-01    45   12519   12520   44.50000   44.83333   45.50000    68   12708   67.00000   67.00000   68.00000
0000350  3.33333e-01  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01    45   12519   12520   44.50000   45.16667   45.50000    68   12708   67.00000   67.00000   68.00000
0000351  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    46   12520   12521   45.50000   45.50000   46.50000    68   12709   67.00000   67.00000   68.00000
0000352  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    46   12520   12521   45.50000   45.83333   46.50000    68   12709   67.00000   67.00000   68.00000
0000353  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    46   12520   12521   45.50000   46.16667   46.50000    68   12709   67.00000   67.00000   68.00000
0000354  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    47   12521   12522   46.50000   46.50000   47.50000    68   12710   67.00000   67.00000   68.00000
0000355  0.00000e+00  3.33333e-01  0.00000e+00  0.00000e+00  3.33333e-01    47   12521   12522   46.50000   46.83333   47.50000    68   12710   67.00000   67.00000   68.00000
0000356  0.00000e+00  6.66667e-01  0.00000e+00  0.00000e+00  6.66667e-01    47   12521   12522   46.50000   47.16667   47.50000    68   12710   67.00000   67.00000   68.00000
0000357  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    48   12522   12523   47.50000   47.50000   48.50000    68   12711   67.00000   67.00000   68.00000
0000358  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    48   12522   12523   47.50000   47.83333   48.50000    68   12711   67.00000   67.00000   68.00000
0000359  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    48   12522   12523   47.50000   48.16667   48.50000    68   12711   67.00000   67.00000   68.00000
0000360  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    49   12523   12524   48.50000   48.50000   49.50000    68   12712   67.00000   67.00000   68.00000
0000361  6.66667e-01  0.00000e+00  0.00000e+00  0.00000e+00  6.66667e-01    49   12523   12524   48.50000   48.83333   49.50000    68   12712   67.00000   67.00000   68.00000
0000362  3.33333e-01  0.00000e+00  0.00000e+00  0.00000e+00  3.33333e-01    49   12523   12524   48.50000   49.16667   49.50000    68   12712   67.00000   67.00000   68.00000
0000363  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00    50   12524   12525   49.50000   49.50000   50.50000    68   12713   67.00000   67.00000   68.00000
0000364  0.00000e+00  3.33333e-01  0.00000e+00  0.00000e+00  3.33333e-01    50   12524   12525   49.50000   49.83333   50.50000    68   12713   67.00000   67.00000   68.00000
0000365  0.00000e+00  6.66667e-01  0.00000e+00  0.00000e+00  6.66667e-01    50   12524   12525   49.50000   50.16667   50.50000    68   12713   67.00000   67.00000   68.00000
0000366  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    51   12525   12526   50.50000   50.50000   51.50000    68   12714   67.00000   67.00000   68.00000
0000367  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    51   12525   12526   50.50000   50.83333   51.50000    68   12714   67.00000   67.00000   68.00000
0000368  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    51   12525   12526   50.50000   51.16667   51.50000    68   12714   67.00000   67.00000   68.00000
0000369  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    52   12526   12527   51.50000   51.50000   52.50000    68   12715   67.00000   67.00000   68.00000
0000370  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    52   12526   12527   51.50000   51.83333   52.50000    68   12715   67.00000   67.00000   68.00000
0000371  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    52   12526   12527   51.50000   52.16667   52.50000    68   12715   67.00000   67.00000   68.00000
0000372  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    53   12527   12528   52.50000   52.50000   53.50000    68   12716   67.00000   67.00000   68.00000
0000373  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    53   12527   12528   52.50000   52.83333   53.50000    68   12716   67.00000   67.00000   68.00000
0000374  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    53   12527   12528   52.50000   53.16667   53.50000    68   12716   67.00000   67.00000   68.00000
0000375  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    54   12528   12529   53.50000   53.50000   54.50000    68   12717   67.00000   67.00000   68.00000
0000376  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    54   12528   12529   53.50000   53.83333   54.50000    68   12717   67.00000   67.00000   68.00000
0000377  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    54   12528   12529   53.50000   54.16667   54.50000    68   12717   67.00000   67.00000   68.00000
0000378  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    55   12529   12530   54.50000   54.50000   55.50000    68   12718   67.00000   67.00000   68.00000
0000379  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    55   12529   12530   54.50000   54.83333   55.50000    68   12718   67.00000   67.00000   68.00000
0000380  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    55   12529   12530   54.50000   55.16667   55.50000    68   12718   67.00000   67.00000   68.00000
0000381  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    56   12530   12531   55.50000   55.50000   56.50000    68   12719   67.00000   67.00000   68.00000
0000382  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    56   12530   12531   55.50000   55.83333   56.50000    68   12719   67.00000   67.00000   68.00000
0000383  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    56   12530   12531   55.50000   56.16667   56.50000    68   12719   67.00000   67.00000   68.00000
0000384  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    57   12531   12532   56.50000   56.50000   57.50000    68   12720   67.00000   67.00000   68.00000
0000385  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    57   12531   12532   56.50000   56.83333   57.50000    68   12720   67.00000   67.00000   68.00000
0000386  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    57   12531   12532   56.50000   57.16667   57.50000    68   12720   67.00000   67.00000   68.00000
0000387  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    58   12532   12533   57.50000   57.50000   58.50000    68   12721   67.00000   67.00000   68.00000
0000388  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    58   12532   12533   57.50000   57.83333   58.50000    68   12721   67.00000   67.00000   68.00000
0000389  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    58   12532   12533   57.50000   58.16667   58.50000    68   12721   67.00000   67.00000   68.00000
0000390  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    59   12533   12534   58.50000   58.50000   59.50000    68   12722   67.00000   67.00000   68.00000
0000391  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    59   12533   12534   58.50000   58.83333   59.50000    68   12722   67.00000   67.00000   68.00000
0000392  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    59   12533   12534   58.50000   59.16667   59.50000    68   12722   67.00000   67.00000   68.00000
0000393  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    60   12534   12535   59.50000   59.50000   60.50000    68   12723   67.00000   67.00000   68.00000
0000394  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    60   12534   12535   59.50000   59.83333   60.50000    68   12723   67.00000   67.00000   68.00000
0000395  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60   12534   12535   59.50000   60.16667   60.50000    68   12723   67.00000   67.00000   68.00000
0000396  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61   12535   12536   60.50000   60.50000   61.50000    68   12724   67.00000   67.00000   68.00000
0000397  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61   12535   12536   60.50000   60.83333   61.50000    68   12724   67.00000   67.00000   68.00000
0000398  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    61   12535   12536   60.50000   61.16667   61.50000    68   12724   67.00000   67.00000   68.00000
0000399  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    62   12536   12537   61.50000   61.50000   62.50000    68   12725   67.00000   67.00000   68.00000
0000400  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    62   12536   12537   61.50000   61.83333   62.50000    68   12725   67.00000   67.00000   68.00000
0000401  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    62   12536   12537   61.50000   62.16667   62.50000    68   12725   67.00000   67.00000   68.00000
0000402  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    63   12537   12538   62.50000   62.50000   63.50000    68   12726   67.00000   67.00000   68.00000
0000403  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    63   12537   12538   62.50000   62.83333   63.50000    68   12726   67.00000   67.00000   68.00000
0000404  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    63   12537   12538   62.50000   63.16667   63.50000    68   12726   67.00000   67.00000   68.00000
0000405  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    64   12538   12539   63.50000   63.50000   64.50000    68   12727   67.00000   67.00000   68.00000
0000406  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    64   12538   12539   63.50000   63.83333   64.50000    68   12727   67.00000   67.00000   68.00000
0000407  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    64   12538   12539   63.50000   64.16667   64.50000    68   12727   67.00000   67.00000   68.00000
0000408  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    65   12539   12540   64.50000   64.50000   65.50000    68   12728   67.00000   67.00000   68.00000
0000409  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    65   12539   12540   64.50000   64.83333   65.50000    68   12728   67.00000   67.00000   68.00000
0000410  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    65   12539   12540   64.50000   65.16667   65.50000    68   12728   67.00000   67.00000   68.00000
0000411  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    66   12540   12541   65.50000   65.50000   66.50000    68   12729   67.00000   67.00000   68.00000
0000412  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    66   12540   12541   65.50000   65.83333   66.50000    68   12729   67.00000   67.00000   68.00000
0000413  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    66   12540   12541   65.50000   66.16667   66.50000    68   12729   67.00000   67.00000   68.00000
0000414  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    67   12541   12542   66.50000   66.50000   67.50000    68   12730   67.00000   67.00000   68.00000
0000415  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    67   12541   12542   66.50000   66.83333   67.50000    68   12730   67.00000   67.00000   68.00000
0000416  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    67   12541   12542   66.50000   67.16667   67.50000    68   12730   67.00000   67.00000   68.00000
0000417  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    68   12542   12543   67.50000   67.50000   68.50000    68   12731   67.00000   67.00000   68.00000
0000418  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    68   12542   12543   67.50000   67.83333   68.50000    68   12731   67.00000   67.00000   68.00000
0000419  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    68   12542   12543   67.50000   68.16667   68.50000    68   12731   67.00000   67.00000   68.00000
0000420  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    69   12543   12544   68.50000   68.50000   69.50000    68   12732   67.00000   67.00000   68.00000
0000421  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    69   12543   12544   68.50000   68.83333   69.50000    68   12732   67.00000   67.00000   68.00000
0000422  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    69   12543   12544   68.50000   69.16667   69.50000    68   12732   67.00000   67.00000   68.00000
0000423  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    70   12544   12545   69.50000   69.50000   70.50000    68   12733   67.00000   67.00000   68.00000
0000424  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    70   12544   12545   69.50000   69.83333   70.50000    68   12733   67.00000   67.00000   68.00000
0000425  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    70   12544   12545   69.50000   70.16667   70.50000    68   12733   67.00000   67.00000   68.00000
0000426  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    71   12545   12546   70.50000   70.50000   71.50000    68   12734   67.00000   67.00000   68.00000
0000427  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    71   12545   12546   70.50000   70.83333   71.50000    68   12734   67.00000   67.00000   68.00000
0000428  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    71   12545   12546   70.50000   71.16667   71.50000    68   12734   67.00000   67.00000   68.00000
0000429  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    72   12546   12547   71.50000   71.50000   72.50000    68   12735   67.00000   67.00000   68.00000
0000430  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    72   12546   12547   71.50000   71.83333   72.50000    68   12735   67.00000   67.00000   68.00000
0000431  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    72   12546   12547   71.50000   72.16667   72.50000    68   12735   67.00000   67.00000   68.00000
0000432  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    73   12547   12548   72.50000   72.50000   73.50000    68   12736   67.00000   67.00000   68.00000
0000433  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    73   12547   12548   72.50000   72.83333   73.50000    68   12736   67.00000   67.00000   68.00000
0000434  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    73   12547   12548   72.50000   73.16667   73.50000    68   12736   67.00000   67.00000   68.00000
0000435  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    74   12548   12549   73.50000   73.50000   74.50000    68   12737   67.00000   67.00000   68.00000
